model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
725,-81.08941037136103,813999.5582078127,686118.9194460947,15583.73185482242,28890.92394460726,4064.608138457394,2003.9986118384493,2273.956534799113,225308.0884476624,0.076064018446784,24696.79474773212,True,900000.0,200000.0,0.09,,
726,-87.6545828353403,808358.8451047902,721261.065760266,15651.84485832402,28808.17661582248,2664.9545274101592,1892.713225615075,2276.636993214701,219389.6451366528,0.0730473535514195,26382.80283968686,True,900000.0,200000.0,0.1,,
727,-40.80791484010864,763596.8208257711,726815.4825308722,16476.541397507925,27072.28093756091,1259.8384942301122,3971.624553923634,2561.7956269182446,,,500.0010581139728,True,900000.0,250000.0,0.005,291432.6024743584,0.1067603129648436
728,-39.53426469994555,776266.1613170898,711685.9223533259,16275.2944705127,27463.09431775476,2225.2443777669846,3806.411581550348,2537.778545726053,,,49999.999999448446,True,900000.0,250000.0,0.01,285908.7546365467,0.1034181703361663
729,-36.84306985872207,773454.0466196508,735438.4735675494,16300.092994094164,27454.90571938354,1280.0293280117178,3630.606208506036,2490.4259160558163,269891.3016050399,0.0961322554558977,49999.99999954908,True,900000.0,250000.0,0.02,,
730,-36.22304510200827,769240.1325909261,748002.6580078676,16347.102470509712,27412.400678497936,701.3709735458402,3430.461363938288,2462.9964316807072,,,49999.99999987024,True,900000.0,250000.0,0.03,259773.38548007503,0.0910382246471522
731,-38.11405170099643,783085.2060003165,756199.4844936137,16124.07832257466,27838.85129683614,869.7154278943102,3245.1279523323474,2448.609667310044,254422.0287138755,0.0884806199599429,49999.99999982175,True,900000.0,250000.0,0.04,,
732,-40.785449162134526,774880.8505855656,754542.3328353107,16226.039505420567,27701.594445899475,653.606226977988,3050.653762419763,2410.336019861253,,,49999.99999986456,True,900000.0,250000.0,0.05,242920.9221702488,0.0825861441230105
733,-44.91242291717164,778614.0734928855,753860.5377318645,16152.09353590616,27865.558021208555,786.8061256570808,2885.5188199678973,2382.631409535736,235516.39920476847,0.0790357621298159,49995.14231150718,True,900000.0,250000.0,0.06,,
734,-49.63645570592879,780344.6774693561,757540.9702530066,16108.93426511791,27973.879055722868,713.0090018881689,2741.949299766148,2384.5302862177227,231331.5325303121,0.076217598509637,39029.41815509597,True,900000.0,250000.0,0.07,,
735,-55.49855825931581,779573.904776558,731609.7872554434,16101.337043792097,28024.04121980573,1512.1746862420337,2597.3042838335805,2396.040566823936,,,29179.891164483684,True,900000.0,250000.0,0.08,230501.35479200984,0.0741076498715676
736,-60.35137620148148,791405.6104562959,752550.3663864359,15914.64925752992,28362.865152787683,1185.0064787854894,2507.4103754184257,2376.626528408255,225442.9032976213,0.0726090602513304,20853.821113970567,True,900000.0,250000.0,0.09,,
737,-65.73589045636291,793819.9487516057,757002.6836799524,15862.96213514012,28475.571749476792,1102.7077732109783,2410.41780209476,2380.136403079747,,,17336.724690311727,True,900000.0,250000.0,0.1,222201.30374637328,0.0703028243383788
738,-41.47424779223529,767685.227085563,717083.3577801265,16414.66779273068,27186.974869127014,1743.86894415227,3974.5580406048775,2572.2119923216,294517.4381498391,0.1074518683785299,500.0000000036738,True,900000.0,300000.0,0.005,,
739,-41.34164184270611,774475.0564384614,680433.3927225699,16302.972469573857,27422.651193002413,3313.4705589426217,3772.1747130525177,2540.7450369316043,290634.3098871779,0.1043331882924448,49999.99999999992,True,900000.0,300000.0,0.01,,
740,-39.07645932983027,770248.7256421669,698609.2704815749,16349.054050511138,27373.223156934106,2472.6330738992438,3662.694707773804,2520.7114898488308,280079.2901085427,0.0991781729067107,49999.99999960566,True,900000.0,300000.0,0.02,,
741,-36.82304871223857,773960.8757300692,738532.9837099466,16272.8817257045,27537.820427062667,1177.7715596305304,3595.3060915682768,2503.02585757475,266324.8717919105,0.0923806162240405,49999.99999980576,True,900000.0,300000.0,0.03,,
742,-38.05203285218551,780238.8971473412,723610.8747901338,16162.217306984565,27772.6227153672,1882.2027090486597,3420.423549374576,2471.164225407276,,,49999.99999985417,True,900000.0,300000.0,0.04,258839.21602776615,0.0887478154986
743,-37.89125713335319,754668.0079201511,747851.2253404899,16520.35658485329,27171.18265903049,220.93438137794084,3304.1310939881214,2454.0475663505217,245175.88978458467,0.0809507042340205,49999.99999976392,True,900000.0,300000.0,0.05,,
744,-39.4770859288562,769569.5194950765,753304.0846191928,16283.262222260588,27631.041653674427,517.9079865736261,3188.950908635392,2448.049727248564,,,49999.99999994254,True,900000.0,300000.0,0.06,241124.13341443357,0.078833356394715
745,-42.30787618522344,778157.8657653613,748953.7677119503,16139.868236887083,27913.303813083887,920.9297137089716,3070.021697901927,2428.4992936306885,236183.96758894244,0.076466888449707,49999.99999998464,True,900000.0,300000.0,0.07,,
746,-45.43567800845925,788399.3500615112,757919.7395007575,15976.054653432318,28219.974429877464,939.1136831991436,2977.4898920414507,2442.1630302490826,235358.9130814592,0.0756310152963991,36103.12396780802,True,900000.0,300000.0,0.08,,
747,-49.554707239845975,794092.048393821,734722.86986636,15876.464112055632,28421.87456611274,1837.4241900989457,2875.0461761715765,2438.8513232674136,233236.484368582,0.0736372193198816,19748.361419194734,True,900000.0,300000.0,0.09,,
748,-52.64190216086189,793065.3602712348,740601.2910744572,15875.422012834748,28453.824199367125,1595.8047386936353,2795.849937946514,2436.6845189336814,227900.57426284783,0.0705829802250092,15191.44539919647,True,900000.0,300000.0,0.1,,
749,-42.14582820914679,761009.0160175842,725997.6064747518,16513.49393452501,27007.071162163586,1198.0546667748697,4046.6054854330414,2582.266609969067,295613.0572228181,0.1079388958864706,500.0000000031822,True,900000.0,400000.0,0.005,,
750,-41.098471554143416,763277.6398221309,721522.9231830926,16465.777729300466,27108.82213435353,1429.4771469903878,3979.75611410575,2573.440360987642,,,500.00000001816267,True,900000.0,400000.0,0.01,291145.856160457,0.1047468360222001
751,-39.9006915579977,772587.079079813,713221.6565187905,16305.649911236918,27434.53430048734,2028.3817193956504,3857.470714961047,2546.2089871922585,,,49999.99999847891,True,900000.0,400000.0,0.02,280988.53454293526,0.0985077889697065
752,-37.91317780888872,761701.2921452922,733381.116724873,16449.22263118247,27207.026405032702,946.8870921262702,3813.0760830053737,2540.7074593199677,,,49999.99999954668,True,900000.0,400000.0,0.03,271376.6829331679,0.0927209048550326
753,-36.903014524549214,757352.904567113,742029.7403286739,16495.13866464419,27160.751206184454,504.2908294247903,3739.797750210485,2524.4382818075,261426.17300225783,0.0871237170572753,49999.99999970468,True,900000.0,400000.0,0.04,,
754,-36.55219421770099,763513.5137924663,742433.298310877,16384.623333798325,27395.761456987464,686.3945850466786,3656.4084380428735,2517.671037480448,,,49999.99999997105,True,900000.0,400000.0,0.05,254836.7017280336,0.0830280175495114
755,-36.49943175284336,759375.0026647573,746055.6727585112,16425.472847248817,27358.042583257386,428.101728235263,3580.3375079270186,2511.957784284491,,,49999.9999998563,True,900000.0,400000.0,0.06,246405.5549122464,0.0779033378213697
756,-37.14918174871558,768320.1156736879,741313.3906162914,16275.833657297322,27656.33643683213,860.8522215018095,3501.386464621773,2513.008848380645,,,49999.99999953034,True,900000.0,400000.0,0.07,242819.1766015299,0.0753749558577944
757,-40.11297992985526,790574.4834696437,718465.1639264857,15939.46972802438,28263.59170166152,2295.960490100338,3408.984858770919,2507.8059863715,,,49964.1109003258,True,900000.0,400000.0,0.08,245223.83064539105,0.0763056978337371
