model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
1087,-5010.620182660461,899999.9999999992,500000.12615345,12475.70428900992,34052.722449622335,13018.977754734791,1000.0000000000646,3273.3191201620066,129880.6162328017,0.0075205298925577,956.6793229608878,True,1700000.0,100000.0,0.08,,
1088,-6622.936525628088,899999.9999999992,500000.205108564,11922.038506906698,34190.91768586825,12630.711125137925,1000.0000000001064,3569.7794743604945,129686.31045764445,0.0017075522086262,500.0000083696586,True,1700000.0,100000.0,0.09,,
1089,-8346.18441236952,899999.9999999992,500000.1009937904,11308.525438895427,34237.57815382929,12129.016787507924,1000.0000000000166,3724.285752021255,292981.528015658,1.000000000411142e-06,500.00000000138186,True,1700000.0,100000.0,0.1,,
1090,-34.19771569243626,771714.1943282993,744861.4869614536,16284.149496026905,27518.399089992607,924.414074582462,3689.322050263966,2458.0663154017866,252672.2708248236,0.0855758312746127,49999.999999486994,True,1700000.0,150000.0,0.005,,
1091,-39.08120019042229,793889.5069020215,732633.200426466,15867.969674250971,28394.25143472065,2133.183170150877,3223.3792377093864,2406.709445072488,223912.59794839803,0.069020749951513,49999.99999955396,True,1700000.0,150000.0,0.01,,
1092,-75.89581423887515,811010.8194445601,724883.7509330382,15459.920354747324,29335.47529962329,2981.6435446061478,2405.689375176579,2455.6939974028646,189573.19977023956,0.0482847616101464,49999.99999958807,True,1700000.0,150000.0,0.02,,
1093,-119.03374392927827,851282.489203868,512134.133697587,14692.58837339043,30868.172239483916,13358.75135879526,1715.6441168419794,2393.3272705834206,163607.76881665795,0.0250719818666024,49999.99999950316,True,1700000.0,150000.0,0.03,,
1094,-157.07213331642873,876567.2714026817,500003.3923141072,14175.887446826837,31944.1116439346,14661.34070499549,1420.7883638744504,2673.6911359896617,141763.94577731035,0.0097396583046416,49999.99999991865,True,1700000.0,150000.0,0.04,,
1095,-203.44824655255948,899999.9999967761,500000.00000016845,13717.758515230598,32760.139311312192,14980.658173655764,1231.6665590744185,2745.914874304529,135760.5813368682,0.0072979716419664,49999.99999989333,True,1700000.0,150000.0,0.05,,
1096,-266.6223702502824,899999.9634324093,500000.00000401074,13604.314216682516,33061.97203901623,14558.744365378365,1087.9779201153858,2999.766357499151,499999.9999944228,1.0000000000825478e-06,49999.99999986367,True,1700000.0,150000.0,0.06,,
1097,-351.9574720047226,899999.9999999992,501272.07172275305,13513.411474017952,33306.02397085596,13926.110363776812,1000.0000169174532,3033.45731461892,501272.07171937113,1.000006936724962e-06,49999.9975801743,True,1700000.0,150000.0,0.07,,
1098,-481.3684549140408,899999.9999979783,500000.0000000015,13431.097287941662,33651.001396530235,13441.277065847837,1000.0000000047462,3084.1545789009924,222561.5590456275,1.000000000186804e-06,16603.013801770936,True,1700000.0,150000.0,0.08,,
1099,-665.0529720572408,899999.9999999992,500000.0022261994,13337.74374138578,33999.103349161785,12881.05648179379,1000.0000000000148,3141.4565034387288,244256.31434562977,1.0000000000698825e-06,9491.177493409605,True,1700000.0,150000.0,0.09,,
1100,-900.9775773297704,899999.9999999976,500000.0024568496,13233.046673492192,34336.816815381884,12362.344535618677,1000.0000000002076,3199.388760603545,262178.07604942954,1.0000000000736092e-06,6956.781713150446,True,1700000.0,150000.0,0.1,,
1101,-36.12569335102632,778652.7964737519,724531.2900094278,16177.910222543516,27719.172837330323,1889.225923256649,3762.582024162097,2497.526621538454,259878.82336100217,0.0870576248519364,49999.999999906126,True,1700000.0,200000.0,0.005,,
1102,-34.89226583403045,778147.6480906192,748041.9519342553,16112.46129207144,27962.629107803758,1038.6753951402789,3501.536599181481,2460.250135872722,229539.71435305776,0.0701272155848229,49999.999999599706,True,1700000.0,200000.0,0.01,,
1103,-55.28344103690589,796450.2742510418,757049.9567410607,15691.871014773154,28949.405168409416,1336.8358112789565,2947.066213360171,2555.148468417052,196327.44418154735,0.0489632781319332,49999.99999955751,True,1700000.0,200000.0,0.02,,
1104,-94.68891832847513,835416.8211794887,622264.5482329592,14949.407033936908,30473.732053784053,7843.897113544221,2387.497021371006,2728.0391230081464,178006.22287237993,0.0296607137417235,49999.99999947741,True,1700000.0,200000.0,0.03,,
1105,-130.39699109192455,860729.2577501617,500000.0000002564,14430.634703199266,31569.59781321629,14141.851432335236,1974.0578587617515,2692.5684721027737,152903.54326346147,0.0106101613232941,49999.99999983036,True,1700000.0,200000.0,0.04,,
1106,-183.0011928578973,838536.4069452388,500000.0000003692,14639.065698712133,31365.477777570017,13068.559768551078,1782.669481248367,3001.405235478448,241606.03149708625,1.0000000003029883e-06,49999.999999757885,True,1700000.0,200000.0,0.05,,
1107,-232.8931442984608,899999.9999950686,500000.0000057116,13623.198785087763,33125.9628730629,14652.91612647581,1673.8783514647864,3015.5683976321725,216509.3450857694,1.000001720729267e-06,49999.9991939193,True,1700000.0,200000.0,0.06,,
1108,-316.41909552050504,899999.9999999992,500000.0232543232,13529.262609666035,33361.56302516091,14085.032223917831,1559.8413684209206,3038.045301796991,,,49999.99999997105,True,1700000.0,200000.0,0.07,245541.9256402585,1.0000000002763783e-06
1109,-425.1707167192386,899999.9999999992,500000.1138772101,13430.640331404682,33594.77872380859,13534.50288192869,1466.626326379422,3061.2025551076817,269732.3378567697,1.0000000121074214e-06,49999.99997279776,True,1700000.0,200000.0,0.08,,
1110,-559.5437965399163,899999.9999999752,500000.0000013569,13325.348954278008,33790.777941832705,13107.233049631415,1389.5011431090295,3083.4738734582893,259910.7941790555,1.0000000006286568e-06,49999.99999990648,True,1700000.0,200000.0,0.09,,
1111,-718.3416774720255,899999.9999999992,500000.01373839786,13219.64587230518,34059.380183389025,12481.418965386143,1325.9525193656516,3110.3330924595325,,,49999.99992422595,True,1700000.0,200000.0,0.1,307896.3142065362,1.0000000000524972e-06
1112,-36.51503537454401,763670.7493601226,740370.6655501012,16408.41703327902,27295.21652559604,804.7424432726689,3886.937755929782,2522.124706223265,,,49999.99997693161,True,1700000.0,250000.0,0.005,262657.49746616674,0.0878446125332018
1113,-34.16828214567957,766441.112500236,752660.7548732295,16291.553479354836,27632.31125291854,473.945408377625,3677.0788148099778,2499.633965616703,234068.37952341948,0.0707808373833889,49999.99999957217,True,1700000.0,250000.0,0.01,,
1114,-47.14986264278304,794954.3036355535,727226.8271460712,15711.402556792493,28927.100122147967,2360.2416396374438,3222.762222195416,2612.346109729613,202053.586135426,0.0484455375707573,49999.99999960423,True,1700000.0,250000.0,0.02,,
1115,-78.15451739699748,820280.8118431597,686546.9862050943,15189.988139629262,30064.00714239729,4713.422014334164,2846.372626285128,2839.6254294422893,183587.10267138443,0.0323868239840106,49999.99999948344,True,1700000.0,250000.0,0.03,,
1116,-111.22519833286005,862743.3532117729,527463.0964940164,14409.023850619558,31636.521604303776,12933.73162105012,2377.3407734446964,2808.949381089968,152598.65142050225,0.0115389437190788,49999.99999981153,True,1700000.0,250000.0,0.04,,
1117,-149.30400785512106,899999.9991535754,500002.7363947528,13728.538569486416,32900.403350985005,15228.395521723114,2195.4480590569306,2954.6632318085094,130687.03722187092,0.0014014399757807,49999.99999972005,True,1700000.0,250000.0,0.05,,
1118,-204.1001150482452,899999.9999999992,500000.0025919815,13637.63244545732,33153.12202500023,14695.72111389765,2083.4017503267173,3026.5470738641548,278262.4064276921,1.0000000002974728e-06,49999.999999626525,True,1700000.0,250000.0,0.06,,
1119,-283.9695879889574,899999.9999931199,500000.01926277904,13545.243090207869,33388.77528781494,14136.901790717806,1986.361777434936,3049.3804663669057,317968.2619803126,1.0000000000692625e-06,49999.99999962262,True,1700000.0,250000.0,0.07,,
1120,-389.48561127086975,899999.999998215,500000.0702457543,13447.523253127576,33619.272407215925,13595.778366473944,1901.575968273078,3072.4478423178443,336931.8455420953,1.000000000152403e-06,49999.99999994094,True,1700000.0,250000.0,0.08,,
1121,-520.4636413287385,899999.9999999591,500000.0000681221,13346.15162047362,33853.29822150632,13069.61660207244,1827.6410002708244,3096.461807224722,348919.46174695576,1.000000488879052e-06,49999.99785438978,True,1700000.0,250000.0,0.09,,
1122,-677.0672921406178,899999.9999963796,500001.0875851308,13237.730584093477,34054.73042693938,12658.582564947526,1762.6703795141857,3120.232922834086,345641.6961087896,1.000000000407353e-06,49999.9999996871,True,1700000.0,250000.0,0.1,,
1123,-37.54332036663421,765651.3746227339,734706.9026978253,16375.544158993662,27356.38678927788,1072.4816960817616,3932.987435214196,2539.350735291848,265870.26485013653,0.0885502947609018,500.0010581227604,True,1700000.0,300000.0,0.005,,
1124,-34.65716309329818,760199.5209541116,746817.2493593177,16382.976560416337,27465.518056332985,463.0221633950117,3785.214740764964,2525.150814113133,,,49999.9999994131,True,1700000.0,300000.0,0.01,236874.5580712946,0.0709435857296726
1125,-41.5928443338557,771689.1856039554,760770.1312038323,16063.62311724783,28271.638079253724,371.4239643828423,3487.52451784969,2649.9517861847494,,,49999.99999999938,True,1700000.0,300000.0,0.02,201622.17663094084,0.0480705053605566
1126,-67.79720219379406,815567.3238817678,684425.1221326703,15259.868488789638,29946.985374879758,4649.266583197535,3114.47282738391,2887.106499729993,,,49999.99999949206,True,1700000.0,300000.0,0.03,184644.87388730343,0.0312029363120365
1127,-98.03082256662658,855723.7412740072,559541.5181223776,14518.081402359425,31457.619465380587,11225.95525252492,2699.0838149455512,2953.9534184538475,156211.99792440684,0.0120692858541059,49999.99999963088,True,1700000.0,300000.0,0.04,,
1128,-132.87373867384665,899999.5191849847,508273.2408746954,13741.757435680409,32882.50149786184,14795.789761574104,2477.004078715359,2939.3377697876454,137180.94765514633,0.0036715382628251,49999.999999788175,True,1700000.0,300000.0,0.05,,
1129,-221.7003189163623,899999.9990248895,687489.175266555,13611.942983002573,33187.2208081511,6920.274549536116,2619.8435512523865,3936.0402530546767,687489.1752642555,1.000000000525834e-06,49999.99999950804,True,1700000.0,300000.0,0.06,,
1130,-260.3548847994811,899999.9999998712,500001.3196435175,13555.680493717206,33375.2518719295,14213.14312500886,2294.093668708102,3055.401890426402,275949.406343815,1.0000000005314704e-06,49999.99999980336,True,1700000.0,300000.0,0.07,,
1131,-362.5518280573378,899999.9999999816,500001.1332161783,13461.1425134259,33626.843001792564,13629.085597548485,2226.1755196469057,3079.7699683762053,392115.23798111646,1.0000000001946555e-06,49999.99999983933,True,1700000.0,300000.0,0.08,,
1132,-490.41618042794886,899999.9999966595,500000.0128961978,13360.292458529406,33854.777935589205,13109.620855535875,2164.776293419333,3104.155223060532,247258.58855347452,1.000000000054746e-06,49999.99999978551,True,1700000.0,300000.0,0.09,,
1133,-643.6266629829308,899999.9999964436,500000.0042510464,13254.667352363876,34089.65284415094,12602.89385685607,2109.14145950559,3129.6108962227663,239380.29440597905,1.0000000001845532e-06,49999.99999966916,True,1700000.0,300000.0,0.1,,
1134,-39.83549565070463,778076.170842546,699427.5328685902,16180.792424984787,27715.21960393898,2791.919259908628,3907.041981086868,2534.752622825809,,,500.0000000385468,True,1700000.0,400000.0,0.005,268564.1996249544,0.0887439900232909
1135,-36.24382453157693,769023.2472972273,734993.0444016038,16241.758651894224,27713.30238162043,1187.7565821859323,3910.126431911804,2558.103977531473,,,49999.99999975461,True,1700000.0,400000.0,0.01,242568.03257993347,0.0717492828499554
1136,-39.85138884356812,785266.1623974036,727532.177719543,15849.815943113656,28660.025261845916,2023.724282404076,3706.680256283477,2696.421412032988,206546.59218897385,0.0471507909252506,49999.99999946799,True,1700000.0,400000.0,0.02,,
1137,-57.86736497922722,806318.448083163,673700.147106874,15394.82624779089,29703.17091199929,4770.72708960891,3433.921742649557,2939.3335080827123,,,49999.99999959127,True,1700000.0,400000.0,0.03,185335.96065668823,0.0291058647698625
1138,-82.02635552932595,844843.485509309,550304.862564848,14683.513350112918,31189.53282085177,11319.579959904446,2996.7336344426244,2987.991626790956,,,49999.99999954988,True,1700000.0,400000.0,0.04,153136.36922702065,0.0095610287320738
1139,-113.73826686606844,892910.5078168018,501768.31443197775,13849.414432117092,32728.89305120326,14972.932858678018,2780.697692017506,3020.3337016579326,126003.46167262211,0.0001397510990965,49999.99999959704,True,1700000.0,400000.0,0.05,,
1140,-161.0600599947753,899999.9999999496,500001.3742046984,13623.283532163276,33096.38589196417,14700.770256901224,2734.8129314813664,2995.9887449540583,136631.70338236698,0.0013985017853876,49999.99999985434,True,1700000.0,400000.0,0.06,,
1141,-231.6056378582245,899999.9999999943,500005.75897789,13567.186811034297,33374.01309760961,14195.153587625586,2694.823172481554,3062.795668991709,,,49999.99999958123,True,1700000.0,400000.0,0.07,314293.8579262549,1.0000000000489818e-06
1142,-329.35666689149,899999.9999974284,500001.44166685146,13473.560577340224,33593.00960887229,13688.394110050702,2658.778364876169,3087.950901300611,307153.108540908,1.0000000002006968e-06,49999.99999983933,True,1700000.0,400000.0,0.08,,
1143,-452.6931427376418,899999.9999998824,500000.3559126214,13374.665914563791,33823.533532301066,13182.450537678616,2624.130471208792,3113.2335418010603,292571.8996006164,1.000000000190282e-06,49999.99999960423,True,1700000.0,400000.0,0.09,,
1144,-601.3095647691043,899999.9999941782,500000.0003635329,13270.977493272298,34059.99565617939,12671.739306087646,2591.6660275487875,3139.3684724971604,284585.00758358097,1.000000000412547e-06,49999.99999966019,True,1700000.0,400000.0,0.1,,
1145,-39.82276848750989,764543.9968425095,723257.3756481273,16384.754795439832,27331.88233589367,1442.1400630040496,4027.1706265509215,2562.7500260678707,,,500.0000000616097,True,1700000.0,500000.0,0.005,270703.2214362913,0.0895090533874689
1146,-37.515141153195685,770706.0164608234,725132.1667673227,16213.915096765892,27761.192973224788,1603.9101258997982,3971.368171084063,2576.18620789164,,,49999.99999988312,True,1700000.0,500000.0,0.01,245230.16196992932,0.0717178409768906
1147,-40.29557606491306,782313.6551389252,686373.937860518,15893.25364936127,28586.17771918399,3481.104465868093,3754.775702297812,2694.65479601605,,,49999.999999753534,True,1700000.0,500000.0,0.02,208616.7701798425,0.0458175121929689
1148,-54.20165141479028,794740.5157000752,694826.9544437781,15570.162916702442,29371.78512058008,3555.2213074541,3688.3675530228456,2991.130922530785,184335.2384657562,0.0287254357294199,49999.99999961383,True,1700000.0,500000.0,0.03,,
1149,-74.01204049725145,837088.2887407723,543549.8993845189,14798.6388009912,30990.469286985208,11425.25725466048,3150.3927422444863,3033.8324280341844,,,49999.99999971623,True,1700000.0,500000.0,0.04,147908.21265830123,0.0066866845019788
1150,-102.8922802864402,899860.3030627894,506703.046263089,13757.740159272427,32839.49228019364,14921.729621644046,2983.8816460164862,2955.5448911383487,,,49999.99999968355,True,1700000.0,500000.0,0.05,130830.47964444356,0.0026989209196725
1151,-149.49565225821857,899999.9999999816,536847.6480722233,13664.60385556866,33095.27082354591,13064.34759766491,3077.016080922084,3194.820987042292,135439.77979252164,0.0015762033771091,49999.99999971232,True,1700000.0,500000.0,0.06,,
1152,-216.86127449350252,899999.9999990799,500002.2306049849,13574.178466814046,33339.74325283919,14212.339645726111,2931.3538043776666,3065.204175387092,371864.8401598943,1.0000000000269991e-06,49999.99999969074,True,1700000.0,500000.0,0.07,,
1153,-312.222856016415,899999.9999978681,500001.47607422445,13481.150599753142,33565.50973531739,13681.491074329366,2918.810406651484,3090.452460238036,,,49999.99999958718,True,1700000.0,500000.0,0.08,343797.36667133565,1.000000000193149e-06
1154,-433.0985718878599,899999.9999995531,500000.00050242624,13384.01969963942,33796.006012293416,13184.906468269382,2906.6277725239224,3116.277589886373,330405.97092890006,1.0000000000696318e-06,49999.9999997506,True,1700000.0,500000.0,0.09,,
1155,-579.161255067855,899999.9999957498,500001.8168021443,13280.29287044668,34025.37099786902,12673.948676504791,2894.677471786398,3142.825497756227,322040.119663998,1.000000000302974e-06,49999.999999652464,True,1700000.0,500000.0,0.1,,
1156,-34.96209804328916,778924.7946753538,742896.1387365182,16149.97749271014,27767.695371307764,1249.7242786718127,3360.153088671444,2351.1314614752077,231249.8196523509,0.077326131390938,12847.14419017269,True,1900000.0,100000.0,0.005,,
1157,-63.64640861188147,824603.9641648432,772385.2126776354,15346.370173335905,29292.14727443303,1757.6162067409657,2545.6122319083343,2263.7764503980293,193962.2018812075,0.0585613208769974,22299.27773293949,True,1900000.0,100000.0,0.01,,
1158,-121.16735877041503,839638.0217092359,510188.6686200761,14906.822856806171,30270.10128119773,13134.555843149896,1000.0000000001348,2177.101686766225,156045.413308356,0.0299140656027212,49999.99999963425,True,1900000.0,100000.0,0.02,,
1159,-412.0062148819991,899999.9999996395,826670.534262483,13920.426025203586,32408.650389586943,2156.7120559329605,1000.0000000007094,2623.670787878129,153314.1110306936,0.0356385232228014,8321.287045469282,True,1900000.0,100000.0,0.03,,
1160,-1139.2723429167268,899999.9999997722,770836.4882475375,13727.344196513175,33073.31411504512,3806.655939982183,1000.0000000001304,2984.805598326311,147625.18175320284,0.0300688164604281,5445.16082640589,True,1900000.0,100000.0,0.04,,
1161,-2219.243484329886,899999.9999914396,500000.000001689,13353.076871245672,33786.79263354036,14384.483928128611,1000.0000000040668,3326.414473330402,245142.04344463444,1.0000000006319714e-06,3080.905568279206,True,1900000.0,100000.0,0.05,,
1162,-3718.824994125576,899999.9999959496,500000.0007859408,12935.441850802556,34168.42918875661,13688.583182566805,1000.000000004478,3451.6534734832176,266888.03779011505,1.0000000007156397e-06,1985.0043684259224,True,1900000.0,100000.0,0.06,,
1163,-5531.24555873976,899999.9999978824,500000.0000006898,12406.006175239478,34465.282850920885,12968.268283831718,1000.000000004223,3574.085591222042,283527.3090911283,1.000000000194853e-06,1187.4729940595976,True,1900000.0,100000.0,0.07,,
1164,-7587.040447115835,899999.9999997354,500001.94485184166,11769.023675639995,34663.150300455265,12382.354407509369,1000.0000000071684,3690.879619608864,289701.1757551157,1.0000000003009633e-06,599.5476753612216,True,1900000.0,100000.0,0.08,,
1165,-9816.024471555716,899999.9999991758,500000.0422019661,11029.544394773317,34736.92659804597,11748.65507862135,1000.0000000004794,3805.7969631722353,294731.5871180167,1.000000000044214e-06,500.0000000015857,True,1900000.0,100000.0,0.09,,
1166,-12149.870528211362,899999.9999935755,500002.73005798255,10206.4615907743,34696.61868074116,11208.32305343766,1000.0000000036786,3915.465478728394,298453.3389917209,1.0000000011769844e-06,500.00000000099016,True,1900000.0,100000.0,0.1,,
1167,-33.80401556821925,768430.7689098847,746353.4808491758,16318.06000031864,27489.15139759747,760.9001017906776,3626.695357152548,2461.6022704164247,248366.3878176728,0.0825346861412261,49999.99999962786,True,1900000.0,150000.0,0.005,,
1168,-42.54276249608464,783840.3979186048,762050.4538206335,15986.112216115682,28237.666235863853,744.5066059333134,3133.717580163861,2408.773423301788,211701.55023644527,0.0624944057939879,49999.99999978551,True,1900000.0,150000.0,0.01,,
1169,-99.07585593587734,819067.9109277206,705212.3168644558,15263.550969462904,29775.743228308183,3984.49958934751,2178.544295968117,2550.979997974854,180725.31798771207,0.0407439223279932,49999.99999997434,True,1900000.0,150000.0,0.02,,
1170,-148.05821552534195,880088.2570940352,500098.78237521165,14153.059910739365,31905.892244305356,14882.98821198736,1561.2187756024357,2512.194635599811,148554.26720895828,0.0157256753265762,49999.99999965361,True,1900000.0,150000.0,0.03,,
1171,-211.0323644634697,887996.039699337,500000.0000000006,13874.830067385208,32557.64152187168,14838.312851847277,1279.2899568074956,2878.3618447407957,126422.7842336989,0.0027483532033827,49999.99999948104,True,1900000.0,150000.0,0.04,,
1172,-335.8310850198156,899998.8055539303,617754.1387053499,13564.488356207885,33279.802699727006,9538.869052166689,1109.3122069589883,3611.8212301222247,133490.74586838353,0.0012532230859131,49999.999999709216,True,1900000.0,150000.0,0.05,,
1173,-426.6539585093891,899999.9999998009,500000.0003248172,13441.923563772589,33492.60300096504,13910.07949932264,1000.0000000074872,3035.524653899594,,,49999.98187471181,True,1900000.0,150000.0,0.06,217928.64362336256,1.0000025417274448e-06
1174,-624.9293125597244,899999.9999999895,500000.5673940181,13346.084310156666,33942.64118786592,13301.86026136629,1000.000000004026,3113.667331144037,139804.549906366,1.4570903152310012e-06,18185.46173059665,True,1900000.0,150000.0,0.07,,
1175,-1035.6836392400855,899999.9999940551,773988.4685336802,13136.88678008798,34434.902645774906,3242.8871438778447,1000.0000000010674,4356.801005099092,402658.08631500666,1.0000001003266058e-06,9902.060085972082,True,1900000.0,150000.0,0.08,,
1176,-1264.7530613297176,899999.9999999943,500000.0056363312,13069.929148699057,34810.78145283245,12042.591558783362,1000.0000000000886,3242.2443896123987,,,7432.017831668106,True,1900000.0,150000.0,0.09,281926.57804118126,1.0000801015594306e-06
1177,-1881.810325230423,899999.9999757913,821776.725433922,12802.791488456847,35268.84469337888,1722.0744706155224,1000.0000000075644,4625.134474869408,478802.2701034265,1.0000000003996189e-06,5871.348826493291,True,1900000.0,150000.0,0.1,,
1178,-35.738572255168336,784242.0926649754,722617.1747840293,16074.136735099564,27937.937308258624,2159.596671431015,3711.700144025973,2491.223238110803,253440.01570093256,0.082783438799587,49999.99999999165,True,1900000.0,200000.0,0.005,,
1179,-38.28768117014924,797150.3779537814,734322.4367362026,15785.117994626911,28612.645425572027,2191.43860278447,3391.19476713862,2482.793890330805,221927.5373597628,0.0639643224718318,49999.999999808606,True,1900000.0,200000.0,0.01,,
1180,-72.98691950741565,806887.7634031005,745550.7226666658,15462.338081069933,29460.12387907469,2093.188599474332,2787.21061085292,2653.3944889677023,,,49999.99999979404,True,1900000.0,200000.0,0.02,186872.63221619267,0.0415859857757939
1181,-122.1757294267487,848326.8656660164,515240.765367826,14640.757591713258,31190.89969685791,13182.34845034842,2100.985208078689,2705.8259443641814,153024.51921220473,0.0125950385884118,49999.99999958656,True,1900000.0,200000.0,0.03,,
1182,,,,,,,,,,,,True,1900000.0,200000.0,0.04,,
1183,-264.4893971602141,899999.9999998824,500000.000004906,13594.12416253622,33224.832404216446,14644.104248976246,1697.8598437358385,2949.750595735308,134945.01593755442,0.0020332963363167,49999.999999774496,True,1900000.0,200000.0,0.05,,
1184,-388.1142827752835,899999.9999999992,500000.0011797902,13462.495212147742,33545.67972976254,14029.83494754136,1559.7722272907697,3044.549807822867,,,49999.98600844268,True,1900000.0,200000.0,0.06,266186.85163144465,1.0000008288479691e-06
1185,-555.2786005653027,899999.9999999992,500000.0177029742,13332.169853612157,33850.10385643481,13385.627016958751,1452.6084136102495,3072.797453470745,293891.28562421433,1.000000000300775e-06,49999.99999961977,True,1900000.0,200000.0,0.07,,
1186,-764.1409451690345,899999.9999999976,500000.0000007626,13191.741074700009,34152.06190401921,12764.47507508169,1366.450793960462,3101.947012362027,,,49999.98905539447,True,1900000.0,200000.0,0.08,311828.24669638113,1.0000002927701623e-06
1187,-1014.5370806802604,899999.999998079,500001.8415754255,13042.738327255078,34435.67713718458,12211.714395105331,1296.739158451557,3132.039319245388,310912.1598456463,1.0000000003097243e-06,49999.99999984138,True,1900000.0,200000.0,0.09,,
1188,-1306.576031556505,899999.999995964,500001.6012905141,12890.714948010076,34722.113765426766,11723.491380398527,1240.297710995008,3163.7146274577244,323871.3119607,1.0000000002935771e-06,49999.999999509375,True,1900000.0,200000.0,0.1,,
1189,-36.23835701453265,775228.7062349713,724648.6831962627,16213.566573547483,27688.498248975862,1773.6482867738955,3810.952890449927,2504.234742307432,255398.7972380578,0.0832503585303467,49999.9999997983,True,1900000.0,250000.0,0.005,,
1190,-34.711965440146265,771991.4198841881,757278.1377156543,16166.358954040676,27907.10748908929,505.17680315074784,3620.2976660038426,2518.3221033650684,225029.53534782623,0.0646667274369377,49999.999999413005,True,1900000.0,250000.0,0.01,,
1191,-58.91617481098163,792810.3720998721,765725.2643674607,15678.841443789112,29077.715979503453,912.7806062336274,3163.5119725180584,2716.675902476695,189657.40407488064,0.0414192147294831,49999.99999955183,True,1900000.0,250000.0,0.02,,
1192,-106.85929325284516,848345.9938808668,638302.9846314933,14662.661783525442,31127.577536501485,7580.969545241424,2668.0888576590746,2983.140524661004,,,49999.999999515945,True,1900000.0,250000.0,0.03,171794.32796245025,0.0217754587454204
1193,-164.3163786459221,899999.3294830392,597445.4851171311,13725.106462722384,32912.55376940505,10841.054919691196,2400.9480700456697,3283.9196869037646,,,49999.99999933423,True,1900000.0,250000.0,0.04,155193.07740956818,0.0073267309871187
1194,-232.30466286363009,899999.9999975531,500000.0932435884,13599.999473386222,33265.09277592503,14744.106418133317,2101.8902987341853,3028.7750003817864,309595.28731027705,1.0000000004102091e-06,49999.99999938779,True,1900000.0,250000.0,0.05,,
1195,-352.70755516391927,899999.999999972,500000.0001124653,13478.788217199142,33571.09040816564,14088.00296566943,1986.7558624470755,3055.882118602949,342486.13670523674,1.000000000410751e-06,49999.99999943832,True,1900000.0,250000.0,0.06,,
1196,-515.2231415746653,899999.9999995307,500000.0024938448,13350.887984042189,33878.14499589959,13455.451587613528,1888.8923784658373,3084.0399442529565,,,49999.99998677014,True,1900000.0,250000.0,0.07,353579.5514747852,1.000000000346072e-06
1197,-719.8304241635813,899999.9999920359,500001.9709903456,13212.401080959882,34151.818456789304,12948.950960654169,1804.9200771835715,3112.264357018347,351044.8967588293,1.0000000000741562e-06,49999.99999972822,True,1900000.0,250000.0,0.08,,
1198,-1087.3841382908545,899999.999996717,819544.3240902403,12977.846674210856,34507.451653964505,1914.456478531872,1754.7177935140387,4389.106500485397,524851.6872827351,1.0000000007428851e-06,49999.99997259198,True,1900000.0,250000.0,0.09,,
1199,-1251.0127356706244,899999.9999999895,500000.0137374626,12915.886097976158,34797.69135916272,11682.68538314552,1671.06627224193,3175.9555933162783,,,49999.99999980887,True,1900000.0,250000.0,0.1,365693.86098170286,1.0000000003206631e-06
1200,-36.58531390922408,765579.0698069097,742124.1287374345,16356.637885975157,27422.534456528592,811.0517808469829,3926.237864029523,2571.831418368811,,,6827.896496877523,True,1900000.0,300000.0,0.005,262711.8501403942,0.0841623004218059
1201,-34.80843476876949,775793.6774530663,747007.4588200575,16107.70187521681,28024.13914461612,998.4331163364368,3736.1461121722064,2544.0907191293327,227911.47795429907,0.0646429687865358,49999.99999962919,True,1900000.0,300000.0,0.01,,
1202,-51.98020454280532,789597.5664158072,773403.2674057223,15729.978466576238,28971.86185149342,541.7274389269593,3424.836120952712,2704.994334059542,189421.6574602096,0.0420936351582811,49999.99999962475,True,1900000.0,300000.0,0.02,,
1203,-91.92195521275453,858478.0565230099,602564.0009102485,14479.198698172866,31424.060987319805,9517.492000123852,2875.1349339195963,3015.539630643909,167630.10993918785,0.0168807872747581,49999.99999993135,True,1900000.0,300000.0,0.03,,
1204,-137.90156669698092,892356.3435664533,508506.8075559063,13833.003299929567,32772.3579452684,14779.111662730606,2503.771448011371,3057.658968542875,300213.2769455041,1.0000000000012652e-06,49999.99999988117,True,1900000.0,300000.0,0.04,,
1205,-210.8444238859911,899999.9999989088,500001.473040468,13608.723962443057,33259.09880420192,14805.16179206626,2383.175735169202,3034.90739294598,388933.49354294426,1.0000000000729555e-06,49999.99999996643,True,1900000.0,300000.0,0.05,,
1206,-326.76025142768844,899999.9999979336,500000.4288700344,13490.384803629271,33562.277372774406,14179.302101031582,2293.971367669985,3062.573476924176,386933.36180788494,1.000000000064864e-06,49999.99999973542,True,1900000.0,300000.0,0.06,,
1207,-484.747141824012,899999.9999985155,500000.0531943377,13365.769381934464,33880.89782531879,13494.900721068703,2215.9245683049285,3091.873734375852,245810.7842400515,1.0000001045693138e-06,49999.99998474261,True,1900000.0,300000.0,0.07,,
1208,-684.8125583467703,899999.9999999992,500002.4380843107,13230.315344079128,34164.61389964509,12973.874506982076,2145.5439620436705,3121.111099122079,239105.4142738128,1.000000000291355e-06,49999.99999971908,True,1900000.0,300000.0,0.08,,
